"ID"	"CLONEID"	"GSE22133_hitBLAT"	"GSE22133_geneSymbol"	"GSE22133_description"
"52509"	"H200003753"	"NM_178562"	"TSPAN33"	"TSPAN33 : tetraspanin 33"
"52510"	"H200004537"	"NM_004398"	"DDX10"	"DDX10 : DEAD (Asp-Glu-Ala-Asp) box polypeptide 10"
"52511"	"H200003777"	"NM_014763"	"MRPL19"	"MRPL19 : mitochondrial ribosomal protein L19"
"52512"	"H200004471"	"NM_052940"	"LRRC42"	"LRRC42 : leucine rich repeat containing 42"
"52515"	"H200003735"	"NM_001008405"	"BCAP29"	"BCAP29 : B-cell receptor-associated protein BAP29 isoform"
"52517"	"H200003759"	"NM_017905"	"TMCO3"	"TMCO3 : transmembrane and coiled-coil domains 3"
"52522"	"H200004869"	"NM_032499"	"C15orf41"	"C15orf41 : hypothetical protein LOC84529"
"52525"	"H200004133"	"NM_015200"	"SCC-112"	"SCC-112 : SCC-112 protein"
"52527"	"H200004157"	"NM_005922"	"MAP3K4"	"MAP3K4 : mitogen-activated protein kinase kinase kinase 4"
"52529"	"H200004091"	"NM_021102"	"SPINT2"	"SPINT2 : serine protease inhibitor, Kunitz type, 2"
"52531"	"H200001853"	"NM_021934"	"C12orf44"	"C12orf44 : hypothetical protein LOC60673"
"52532"	"H200002637"	"NM_032314"	"COQ5"	"COQ5 : coenzyme Q5 homolog, methyltransferase"
"52533"	"H200001877"	"NM_016551"	"TM7SF3"	"TM7SF3 : transmembrane 7 superfamily member 3"
"52535"	"H200001811"	"NM_002801"	"PSMB10"	"PSMB10 : proteasome beta 10 subunit proprotein"
"52537"	"H200001835"	"NM_030571"	"NDFIP1"	"NDFIP1 : Nedd4 family interacting protein 1"
"52539"	"H200001859"	"NM_014302"	"SEC61G"	"SEC61G : Sec61 gamma subunit"
"52541"	"H200001883"	"NM_019082"	"DDX56"	"DDX56 : DEAD (Asp-Glu-Ala-Asp) box polypeptide 56"
"52544"	"H200002969"	"NM_016328"	"GTF2IRD1"	"GTF2IRD1 : GTF2I repeat domain containing 1 isoform 1"
"52545"	"H200002209"	"NM_001017926"	"ZHX1"	"ZHX1 : zinc fingers and homeoboxes 1"
"52547"	"H200002233"	"NM_014182"	"ORMDL2"	"ORMDL2 : ORMDL2"
"52548"	"H200003017"	"NM_138335"	"GNPDA2"	"GNPDA2 : glucosamine-6-phosphate deaminase 2"
"52549"	"H200002257"	"NM_002767"	"PRPSAP2"	"PRPSAP2 : phosphoribosyl pyrophosphate"
"52550"	"H200002951"	"NM_024034"	"GDAP1L1"	"GDAP1L1 : ganglioside-induced differentiation-associated"
"52551"	"H200002191"	"NM_016626"	"RKHD2"	"RKHD2 : ring finger and KH domain containing 2"
"52553"	"H200002215"	"NM_019096"	"GTPBP2"	"GTPBP2 : GTP binding protein 2"
"52557"	"H200002263"	"NM_014044"	"UNC50"	"UNC50 : unc-50 homolog"
"52561"	"H200002589"	"NM_012175"	"FBXO3"	"FBXO3 : F-box only protein 3 isoform 1"
"52562"	"H200003373"	"NM_003387"	"WIPF1"	"WIPF1 : WAS/WASL interacting protein family, member 1"
"52563"	"H200002613"	"NM_014140"	"SMARCAL1"	"SMARCAL1 : SWI/SNF-related matrix-associated"
"52564"	"H200003397"	"NM_021210"	"TRAPPC1"	"TRAPPC1 : trafficking protein particle complex 1"
"52566"	"H200001069"	"NM_173079"	"RUNDC1"	"RUNDC1 : RUN domain containing 1"
"52569"	"H200000333"	"NM_003449"	"TRIM26"	"TRIM26 : tripartite motif-containing 26"
"52570"	"H200001117"	"NM_014016"	"SACM1L"	"SACM1L : suppressor of actin 1"
"52572"	"H200001051"	"NM_005379"	"MYO1A"	"MYO1A : myosin IA"
"52573"	"H200000291"	"NM_002135"	"NR4A1"	"NR4A1 : nuclear receptor subfamily 4, group A, member 1"
"52574"	"H200001075"	"NM_005003"	"NDUFAB1"	"NDUFAB1 : NADH dehydrogenase (ubiquinone) 1, alpha/beta"
"52575"	"H200000315"	"NM_000022"	"ADA"	"ADA : adenosine deaminase"
"52578"	"H200001123"	"NM_058172"	"ANTXR2"	"ANTXR2 : anthrax toxin receptor 2"
"52579"	"H200000363"	"uc001bzf.1"	"PSMB2"	"PSMB2 : proteasome beta 2 subunit"
"52582"	"H200001449"	"NM_015523"	"REXO2"	"REXO2 : small fragment nuclease"
"52583"	"H200000689"	"NM_006681"	"NMU"	"NMU : neuromedin U"
"52584"	"H200001473"	"NM_024536"	"CHPF"	"CHPF : chondroitin polymerizing factor"
"52588"	"H200001431"	"NM_014964"	"EPN2"	"EPN2 : epsin 2 isoform b"
"52591"	"H200000695"	"NM_001793"	"CDH3"	"CDH3 : cadherin 3, type 1 preproprotein"
"52592"	"H200001479"	"NM_021945"	"C6orf85"	"C6orf85 : ion transporter protein"
"52598"	"H200001829"	"NM_138774"	"C19orf22"	"C19orf22 : hypothetical protein LOC91300"
"53180"	"H300001210"	"NM_001005179"	"OR56A4"	"OR56A4 : olfactory receptor, family 56, subfamily A,"
"53183"	"H300008956"	"NM_203397"	"LOC255374"	"LOC255374 : hypothetical protein LOC255374"
"53193"	"H300007789"	"uc002qlf.1"	"AX747607"	"AX747607 : Homo sapiens cDNA FLJ35258 fis, clone PROST2004146."
"53207"	"H300001306"	"uc001hgs.1"	"AK092969"	"AK092969 : Homo sapiens cDNA FLJ35650 fis, clone SPLEN2013644."
"53208"	"H200003058"	"NM_020438"	"DOLPP1"	"DOLPP1 : dolichyl pyrophosphate phosphatase 1"
"53209"	"H300006073"	"NM_152414"	"BHLHB5"	"BHLHB5 : basic helix-loop-helix domain containing, class"
"53210"	"H200011086"	"NM_018140"	"CEP72"	"CEP72 : centrosomal protein 72 kDa"
"53215"	"H300010154"	"NM_007174"	"CIT"	"CIT : citron"
"53218"	"H300006529"	"NM_153230"	"FBXO39"	"FBXO39 : F-box protein 39"
"53221"	"H300001083"	"NM_173084"	"TRIM59"	"TRIM59 : tripartite motif-containing 59"
"53222"	"H300021506"	"NM_025134"	"CHD9"	"CHD9 : chromodomain helicase DNA binding protein 9"
"53223"	"H300003130"	"NM_207397"	"CD164L2"	"CD164L2 : CD164 sialomucin-like 2"
"53224"	"H300015852"	"NM_001008274"	"TRIM72"	"TRIM72 : tripartite motif-containing 72"
"53225"	"H300010119"	"NM_153708"	"RTP1"	"RTP1 : receptor transporting protein 1"
"53227"	"H300007720"	"uc004bzl.1"	"AK074396"	"AK074396 : CDNA FLJ23816 fis, clone HSI02685."
"53229"	"H300002303"	"NM_207372"	"SH2D4B"	"SH2D4B : SH2 domain containing 4B"
"53235"	"H300006739"	"uc003lny.1"	"RBM27"	"RBM27 : RNA-binding protein 27 (RNA-binding motif protein 27)."
"53237"	"H300009618"	"uc003hlr.1"	"BC036848"	"BC036848 : Homo sapiens full length insert cDNA clone YY75G10."
"53239"	"H300009886"	"uc003slj.1"	"AK127048"	"AK127048 : Homo sapiens cDNA FLJ38166 fis, clone DFNES2005527."
"53241"	"H300005869"	"NM_153232"	"CRI2"	"CRI2 : CREBBP/EP300 inhibitor 2"
"53245"	"H300007252"	"NM_138400"	"NOM1"	"NOM1 : nucleolar protein with MIF4G domain 1"
"53257"	"H300006912"	"NM_013304"	"ZDHHC1"	"ZDHHC1 : zinc finger, DHHC domain containing 1"
"53259"	"H300020746"	"NM_001012502"	"C9orf117"	"C9orf117 : hypothetical protein LOC286207"
"53262"	"H300002998"	"NM_020408"	"C6orf149"	"C6orf149 : LYR motif containing 4"
"53263"	"H300008774"	"NM_182795"	"NPM2"	"NPM2 : nucleoplasmin 2"
"53265"	"H300001919"	"NM_174923"	"MGC31967"	"MGC31967 : coiled-coil domain containing 107"
"53271"	"H300009065"	"NM_001080453"	"INTS1"	"INTS1 : integrator complex subunit 1"
"53272"	"H300003115"	"uc002tet.1"	"FLJ00204"	"FLJ00204 : Homo sapiens mRNA for FLJ00204 protein."
"53277"	"H300006005"	"NM_001033723"	"ZNF704"	"ZNF704 : zinc finger protein 704"
"53278"	"H300006108"	"NM_178818"	"CMTM4"	"CMTM4 : chemokine-like factor superfamily 4 isoform 1"
"53279"	"H200020960"	"NM_003396"	"WNT9B"	"WNT9B : wingless-type MMTV integration site family,"
"53284"	"H300018237"	"NM_014616"	"ATP11B"	"ATP11B : ATPase, Class VI, type 11B"
"53286"	"H300019994"	"uc002vlo.1"	"SPEG"	"SPEG : Striated muscle preferentially expressed protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1)."
"53301"	"H200021322"	"NM_016436"	"PHF20"	"PHF20 : PHD finger protein 20"
"53318"	"H200020224"	"NM_138452"	"DHRS1"	"DHRS1 : dehydrogenase/reductase (SDR family) member 1"
"53331"	"H200019796"	"NM_033131"	"WNT3A"	"WNT3A : wingless-type MMTV integration site family,"
"53335"	"H200019844"	"uc002dob.1"	"AK056728"	"AK056728 : Homo sapiens cDNA FLJ32166 fis, clone PLACE6000429."
"53337"	"H200019778"	"NM_020461"	"TUBGCP6"	"TUBGCP6 : tubulin, gamma complex associated protein 6"
"53338"	"H200020562"	"uc003edr.1"	"LRRC58"	"LRRC58 : LRRC58 protein (Fragment)."
"53341"	"H200019826"	"NM_023932"	"EGFL9"	"EGFL9 : EGF-like-domain, multiple 9"
"53343"	"H200019850"	"NM_138385"	"TMEM129"	"TMEM129 : hypothetical protein LOC92305"
"53347"	"H200017546"	"NM_014711"	"CP110"	"CP110 : CP110 protein"
"53349"	"H200017570"	"NM_013333"	"EPN1"	"EPN1 : epsin 1"
"53357"	"H200017944"	"NM_021033"	"RAP2A"	"RAP2A : RAP2A, member of RAS oncogene family"
"53361"	"H200017902"	"NM_022362"	"MMS19L"	"MMS19L : MMS19-like (MET18 homolog, S. cerevisiae)"
"53363"	"H200017926"	"NM_018976"	"SLC38A2"	"SLC38A2 : solute carrier family 38, member 2"
"53366"	"H200019012"	"NM_020888"	"KIAA1522"	"KIAA1522 : hypothetical protein LOC57648"
"53373"	"H200018324"	"NM_213568"	"SLC39A3"	"SLC39A3 : solute carrier family 39 (zinc transporter),"
"53374"	"H200019018"	"NM_017771"	"PXK"	"PXK : PX domain containing serine/threonine kinase"
"53376"	"H200019042"	"NM_019557"	"FAM54B"	"FAM54B : hypothetical protein LOC56181"
"53378"	"H200019066"	"NM_153029"	"N4BP1"	"N4BP1 : Nedd4 binding protein 1"
"53380"	"H200019090"	"NM_173075"	"APBB2"	"APBB2 : amyloid beta A4 precursor protein-binding,"
"53386"	"H200016810"	"NM_018240"	"KIRREL"	"KIRREL : kin of IRRE like"
"53390"	"H200017136"	"NM_000728"	"CALCB"	"CALCB : calcitonin-related polypeptide, beta"
"53393"	"H200016400"	"NM_145807"	"LOC126147"	"LOC126147 : hypothetical protein LOC126147"
"53395"	"H200016424"	"NM_001918"	"DBT"	"DBT : dihydrolipoamide branched chain transacylase"
"53401"	"H200016406"	"NM_199250"	"MGC13170"	"MGC13170 : multidrug resistance-related protein"
"53404"	"H200017492"	"NM_020397"	"CAMK1D"	"CAMK1D : calcium/calmodulin-dependent protein kinase ID"
"53408"	"H200017540"	"NM_016359"	"NUSAP1"	"NUSAP1 : nucleolar and spindle associated protein 1"
"53412"	"H200017498"	"NM_015932"	"POMP"	"POMP : proteasome maturation protein"
"53417"	"H200014524"	"NM_022145"	"CENPK"	"CENPK : SoxLZ/Sox6 leucine zipper binding protein"
"53419"	"H200014458"	"NM_001017392"	"SFRS14"	"SFRS14 : splicing factor, arginine/serine-rich 14"
"53424"	"H200015290"	"NM_001048183"	"PHACTR4"	"PHACTR4 : phosphatase and actin regulator 4 isoform 1"
"53426"	"H200015592"	"NM_000609"	"CXCL12"	"CXCL12 : chemokine (C-X-C motif) ligand 12 (stromal"
"53428"	"H200015616"	"NM_024900"	"PHF17"	"PHF17 : PHD finger protein 17 short isoform"
"53429"	"H200014856"	"NM_004641"	"MLLT10"	"MLLT10 : myeloid/lymphoid or mixed-lineage leukemia"
"53432"	"H200015664"	"NM_032366"	"MGC13114"	"MGC13114 : hypothetical protein LOC84326 isoform a"
"53435"	"H200014838"	"NM_003884"	"PCAF"	"PCAF : p300/CBP-associated factor"
"53436"	"H200015622"	"NM_032552"	"DAB2IP"	"DAB2IP : DAB2 interacting protein isoform 1"
"53438"	"H200015646"	"NM_016121"	"KCTD3"	"KCTD3 : potassium channel tetramerisation domain"
"53443"	"H200015212"	"NM_031485"	"GRWD1"	"GRWD1 : glutamate-rich WD repeat containing 1"
"53445"	"H200015236"	"NM_024884"	"L2HGDH"	"L2HGDH : L-2-hydroxyglutarate dehydrogenase precursor"
"53451"	"H200012956"	"uc001vlc.1"	"RBM26"	"RBM26 : RNA-binding protein 26 (RNA-binding motif protein 26) (CTCL tumor antigen se70-2)."
"53453"	"H200012980"	"NM_002360"	"MAFK"	"MAFK : v-maf musculoaponeurotic fibrosarcoma oncogene"
"53455"	"H200013004"	"uc001srx.1"	"BC042855"	"BC042855 : Homo sapiens mRNA; cDNA DKFZp434A0326 (from clone DKFZp434A0326)."
"53459"	"H200012962"	"NM_207308"	"NUP210L"	"NUP210L : nucleoporin 210kDa-like"
"53460"	"H200013746"	"NM_001421"	"ELF4"	"ELF4 : E74-like factor 4 (ets domain transcription"
"53462"	"H200013770"	"NM_003688"	"CASK"	"CASK : calcium/calmodulin-dependent serine protein"
"53463"	"H200013010"	"NM_003439"	"ZKSCAN1"	"ZKSCAN1 : zinc finger protein 36"
"53464"	"H200014072"	"uc002zek.1"	"PFKL"	"PFKL : liver phosphofructokinase isoform a"
"53465"	"H200013312"	"NM_001233"	"CAV2"	"CAV2 : caveolin 2 isoform a and b"
"53466"	"H200014096"	"NM_001451"	"FOXF1"	"FOXF1 : forkhead box F1"
"53467"	"H200013336"	"uc001qgw.1"	"LOC283174"	"LOC283174 : LOC283174 protein."
"53472"	"H200014078"	"NM_005339"	"HIP2"	"HIP2 : huntingtin interacting protein 2"
"53473"	"H200013318"	"NM_012083"	"FRAT2"	"FRAT2 : GSK-3 binding protein FRAT2"
"53485"	"H200011110"	"NM_001097600"	"TMEM22"	"TMEM22 : N/A"
"53486"	"H200012172"	"NM_024736"	"GSDMDC1"	"GSDMDC1 : gasdermin domain containing 1"
"53488"	"H200012196"	"NM_005231"	"CTTN"	"CTTN : cortactin isoform a"
"53496"	"H200012202"	"NM_002966"	"S100A10"	"S100A10 : S100 calcium binding protein A10"
"53498"	"H200012226"	"NM_015669"	"PCDHB5"	"PCDHB5 : protocadherin beta 5 precursor"
"53501"	"H200011490"	"NM_001008701"	"LPHN1"	"LPHN1 : latrophilin 1 isoform 1 precursor"
"53508"	"H200012624"	"NM_017891"	"C1orf159"	"C1orf159 : hypothetical protein LOC54991"
"53509"	"H200011864"	"NM_005223"	"DNASE1"	"DNASE1 : deoxyribonuclease I precursor"
"53511"	"H200011798"	"NM_001080453"	"INTS1"	"INTS1 : integrator complex subunit 1"
"53513"	"H200011822"	"NM_000479"	"AMH"	"AMH : anti-Mullerian hormone"
"53518"	"H200010302"	"NM_032326"	"MGC4618"	"MGC4618 : hypothetical protein LOC84286"
"53522"	"H200010350"	"NM_000203"	"IDUA"	"IDUA : alpha-L-iduronidase precursor"
"53523"	"H200009590"	"NM_145043"	"NEIL2"	"NEIL2 : nei-like 2"
"53525"	"H200009892"	"uc001xve.1"	"BC037828"	"BC037828 : Homo sapiens cDNA FLJ11579 fis, clone HEMBA1003579."
"53526"	"H200010676"	"NM_003196"	"TCEA3"	"TCEA3 : transcription elongation factor A (SII), 3"
"53527"	"H200009916"	"NM_022758"	"C6orf106"	"C6orf106 : chromosome 6 open reading frame 106 isoform b"
"53528"	"H200010700"	"NM_019027"	"FLJ20273"	"FLJ20273 : hypothetical protein LOC54502"
"53530"	"H200010724"	"NM_004472"	"FOXD1"	"FOXD1 : forkhead box D1"
"53532"	"H200010658"	"NM_032036"	"FAM14A"	"FAM14A : TLH29 protein precursor"
"53534"	"H200010682"	"NM_133373"	"PLCD3"	"PLCD3 : phospholipase C delta 3"
"53535"	"H200009922"	"NM_003130"	"SRI"	"SRI : sorcin isoform a"
"53540"	"H200011032"	"NM_004302"	"ACVR1B"	"ACVR1B : activin A type IB receptor isoform a precursor"
"53541"	"H200010272"	"NM_003454"	"ZNF200"	"ZNF200 : zinc finger protein 200 isoform 1"
"53542"	"H200011056"	"NM_005724"	"TSPAN3"	"TSPAN3 : transmembrane 4 superfamily member 8 isoform 1"
"53543"	"H200010296"	"uc002gdv.1"	"ALOX12E"	"ALOX12E : Homo sapiens hair and skin epidermal-type 12-lipoxygenase-related protein (ALOX12E) mRNA, complete pseudogene sequence."
"53544"	"H200011080"	"NM_001012511"	"GOSR2"	"GOSR2 : golgi SNAP receptor complex member 2 isoform C"
"53545"	"H200010320"	"NM_002031"	"FRK"	"FRK : fyn-related kinase"
"53547"	"H200010344"	"NM_005369"	"MCF2"	"MCF2 : MCF.2 cell line derived transforming sequence"
"53548"	"H200011038"	"NM_005188"	"CBL"	"CBL : Cas-Br-M (murine) ecotropic retroviral"
"53550"	"H200011062"	"uc003ony.1"	"KIAA1880"	"KIAA1880 : Homo sapiens mRNA for KIAA1880 protein, partial cds."
"53552"	"H200008824"	"NM_001300"	"KLF6"	"KLF6 : Kruppel-like factor 6"
"53554"	"H200008758"	"NM_005786"	"TSHZ1"	"TSHZ1 : teashirt family zinc finger 1"
"53556"	"H200008782"	"NM_020782"	"KLHDC5"	"KLHDC5 : kelch domain containing 5"
"53557"	"H200008022"	"NM_015635"	"GAPVD1"	"GAPVD1 : GTPase activating protein and VPS9 domains 1"
"53558"	"H200008806"	"NM_000064"	"C3"	"C3 : complement component 3 precursor"
"53559"	"H200008046"	"NM_024316"	"LENG1"	"LENG1 : leukocyte receptor cluster (LRC) member 1"
"53567"	"H200008420"	"NM_003790"	"TNFRSF25"	"TNFRSF25 : tumor necrosis factor receptor superfamily,"
"53568"	"H200009204"	"NM_017994"	"FLJ10099"	"FLJ10099 : hypothetical protein LOC55069"
"53569"	"H200008444"	"NM_006785"	"MALT1"	"MALT1 : mucosa associated lymphoid tissue lymphoma"
"53573"	"H200008402"	"NM_148919"	"PSMB8"	"PSMB8 : proteasome beta 8 subunit isoform E2 proprotein"
"53575"	"H200008426"	"NM_001946"	"DUSP6"	"DUSP6 : dual specificity phosphatase 6 isoform a"
"53577"	"H200008450"	"NM_001082959"	"SCARB1"	"SCARB1 : N/A"
"53579"	"H200008752"	"NM_002478"	"MYOD1"	"MYOD1 : myogenic differentiation 1"
"53580"	"H200009536"	"NM_006271"	"S100A1"	"S100A1 : S100 calcium binding protein A1"
"53582"	"H200009560"	"NM_017744"	"ST7L"	"ST7L : suppression of tumorigenicity 7-like isoform 1"
"53584"	"H200009584"	"NM_015209"	"KIAA1026"	"KIAA1026 : kazrin isoform A"
"53585"	"H200006472"	"NM_031449"	"DKFZp761I2123"	"DKFZp761I2123 : zinc finger, MIZ-type containing 2 isoform 1"
"53587"	"H200006496"	"NM_000700"	"ANXA1"	"ANXA1 : annexin I"
"53588"	"H200007280"	"NM_017894"	"ZSCAN2"	"ZSCAN2 : zinc finger protein 29 isoform 2"
"53589"	"H200006520"	"NM_000820"	"GAS6"	"GAS6 : growth arrest-specific 6"
"53591"	"H200006544"	"NM_002635"	"SLC25A3"	"SLC25A3 : solute carrier family 25 member 3 isoform b"
"53592"	"H200007238"	"NM_001098402"	"ZNF295"	"ZNF295 : N/A"
"53597"	"H200006526"	"NM_001001323"	"ATP2B1"	"ATP2B1 : plasma membrane calcium ATPase 1 isoform 1a"
"53598"	"H200007310"	"uc001gkm.1"	"KIAA0040"	"KIAA0040 : Protein KIAA0040."
"53599"	"H200006550"	"NM_003249"	"THOP1"	"THOP1 : thimet oligopeptidase 1"
"53604"	"H200007660"	"NM_004031"	"IRF7"	"IRF7 : interferon regulatory factor 7 isoform d"
"53605"	"H200006900"	"NM_000898"	"MAOB"	"MAOB : amine oxidase (flavin-containing)"
"53607"	"H200006924"	"NM_001380"	"DOCK1"	"DOCK1 : dedicator of cytokinesis 1"
"53609"	"H200006858"	"NM_001001550"	"GRB10"	"GRB10 : growth factor receptor-bound protein 10 isoform"
"53611"	"H200006882"	"NM_006079"	"CITED2"	"CITED2 : Cbp/p300-interacting transactivator, with"
"53612"	"H200007666"	"NM_002566"	"P2RY11"	"P2RY11 : purinergic receptor P2Y11"
"53613"	"H200006906"	"NM_000018"	"ACADVL"	"ACADVL : acyl-Coenzyme A dehydrogenase, very long chain"
"53618"	"H200008016"	"NM_001030047"	"KLK3"	"KLK3 : prostate specific antigen isoform 3"
"53619"	"H200004626"	"NM_015442"	"CNOT10"	"CNOT10 : CCR4-NOT transcription complex, subunit 10"
"53623"	"H200004952"	"NM_004553"	"NDUFS6"	"NDUFS6 : NADH dehydrogenase (ubiquinone) Fe-S protein 6,"
"53624"	"H200005736"	"NM_003974"	"DOK2"	"DOK2 : docking protein 2"
"53625"	"H200004976"	"NM_006064"	"RRAGB"	"RRAGB : Ras-related GTP binding B short isoform"
"53627"	"H200005000"	"NM_005828"	"WDR68"	"WDR68 : WD-repeat protein"
"53629"	"H200005024"	"NM_021064"	"HIST1H2AG"	"HIST1H2AG : H2A histone family, member P"
"53631"	"H200004958"	"NM_030911"	"CDADC1"	"CDADC1 : cytidine and dCMP deaminase domain containing 1"
"53633"	"H200004982"	"NM_001083617"	"RB1CC1"	"RB1CC1 : N/A"
"53640"	"H200006116"	"NM_001538"	"HSF4"	"HSF4 : heat shock transcription factor 4 isoform a"
"53641"	"H200005356"	"NM_001006656"	"ZNF473"	"ZNF473 : zinc finger protein 473"
"53642"	"H200006140"	"NM_001759"	"CCND2"	"CCND2 : cyclin D2"
"53646"	"H200006098"	"NM_016525"	"UBAP1"	"UBAP1 : ubiquitin associated protein 1"
"53648"	"H200006122"	"NM_000270"	"NP"	"NP : purine nucleoside phosphorylase"
"53650"	"H200006146"	"NM_004817"	"TJP2"	"TJP2 : tight junction protein 2 (zona occludens 2)"
"53651"	"H200005386"	"NM_032358"	"CCDC77"	"CCDC77 : coiled-coil domain containing 77"
"53657"	"H200003106"	"NM_014952"	"BAHD1"	"BAHD1 : bromo adjacent homology domain containing 1"
"53658"	"H200003890"	"uc003msy.1"	"DUSP22"	"DUSP22 : dual specificity phosphatase 22"
"53659"	"H200003130"	"NM_001082967"	"FAM19A5"	"FAM19A5 : N/A"
"53663"	"H200003456"	"NM_013293"	"TRA2A"	"TRA2A : transformer-2 alpha"
"53666"	"H200004264"	"NM_022082"	"C20orf59"	"C20orf59 : hypothetical protein LOC63910"
"53667"	"H200003504"	"NM_006397"	"RNASEH2A"	"RNASEH2A : ribonuclease HI, large subunit"
"53671"	"H200003462"	"NM_207318"	"CXorf39"	"CXorf39 : hypothetical protein LOC139231"
"53673"	"H200003486"	"NM_019892"	"INPP5E"	"INPP5E : inositol polyphosphate-5-phosphatase E"
"53678"	"H200004596"	"NM_020186"	"ACN9"	"ACN9 : ACN9 homolog"
"53679"	"H200003836"	"NM_023935"	"C20orf116"	"C20orf116 : hypothetical protein LOC65992"
"53681"	"H200003860"	"NM_007107"	"SSR3"	"SSR3 : signal sequence receptor gamma subunit"
"53683"	"H200003884"	"NM_032802"	"SPPL2A"	"SPPL2A : signal peptide peptidase-like 2A"
"53686"	"H200004602"	"NM_004381"	"CREBL1"	"CREBL1 : cAMP responsive element binding protein-like 1"
"53687"	"H200001580"	"NM_020524"	"PBXIP1"	"PBXIP1 : pre-B-cell leukemia transcription factor"
"53689"	"H200001604"	"NM_014338"	"PISD"	"PISD : phosphatidylserine decarboxylase"
"53691"	"H200001538"	"NM_016099"	"GOLGA7"	"GOLGA7 : golgi autoantigen, golgin subfamily a, 7"
"53692"	"H200002322"	"NM_173546"	"KLHDC8B"	"KLHDC8B : kelch domain containing 8B"
"53695"	"H200001586"	"NM_018210"	"FLJ10769"	"FLJ10769 : hypothetical protein LOC55739"
"53696"	"H200002370"	"NM_001024213"	"S100A13"	"S100A13 : S100 calcium binding protein A13"
"53698"	"H200002672"	"NM_022757"	"CCDC14"	"CCDC14 : coiled-coil domain containing 14"
"53703"	"H200001960"	"NM_015344"	"LEPROTL1"	"LEPROTL1 : leptin receptor overlapping transcript-like 1"
"53707"	"H200001918"	"NM_024545"	"SAP130"	"SAP130 : mSin3A-associated protein 130"
"53708"	"H200002702"	"NM_001008530"	"LGMN"	"LGMN : legumain preproprotein"
"53709"	"H200001942"	"NM_006384"	"CIB1"	"CIB1 : calcium and integrin binding 1 (calmyrin)"
"53710"	"H200002726"	"NM_006289"	"TLN1"	"TLN1 : talin 1"
"53711"	"H200001966"	"NM_025241"	"UBXD1"	"UBXD1 : UBX domain containing 1"
"53713"	"H200001990"	"NM_024548"	"LRRIQ2"	"LRRIQ2 : leucine-rich repeats and IQ motif containing 2"
"53723"	"H200000036"	"NM_002409"	"MGAT3"	"MGAT3 : mannosyl (beta-1,4-)-glycoprotein"
"53724"	"H200000820"	"NM_020232"	"TNFSF5IP1"	"TNFSF5IP1 : tumor necrosis factor superfamily, member"
"53726"	"H200000844"	"NM_005443"	"PAPSS1"	"PAPSS1 : 3'-phosphoadenosine 5'-phosphosulfate synthase"
"53727"	"H200000084"	"NM_001040060"	"SPP1"	"SPP1 : secreted phosphoprotein 1 isoform c"
"53728"	"H200000778"	"NM_018201"	"TBC1D13"	"TBC1D13 : TBC1 domain family, member 13"
"53729"	"H200000018"	"NM_002835"	"PTPN12"	"PTPN12 : protein tyrosine phosphatase, non-receptor type"
"53731"	"H200000042"	"NM_182899"	"CREB5"	"CREB5 : cAMP responsive element binding protein 5"
"53732"	"H200000826"	"NM_003481"	"USP5"	"USP5 : Ubiquitin isopeptidase T"
"53734"	"H200000850"	"NM_021939"	"FKBP10"	"FKBP10 : FK506 binding protein 10, 65 kDa"
"53735"	"H200000090"	"NM_001558"	"IL10RA"	"IL10RA : interleukin 10 receptor, alpha precursor"
"53737"	"H200000392"	"NM_004969"	"IDE"	"IDE : insulysin"
"53738"	"H200001176"	"NM_020441"	"CORO1B"	"CORO1B : coronin, actin binding protein, 1B"
"53739"	"H200000416"	"NM_000095"	"COMP"	"COMP : cartilage oligomeric matrix protein precursor"
"53742"	"H200001224"	"NM_006387"	"CHERP"	"CHERP : calcium homeostasis endoplasmic reticulum"
"53744"	"H200001158"	"NM_153712"	"TTL"	"TTL : tubulin tyrosine ligase"
"53745"	"H200000398"	"NM_003811"	"TNFSF9"	"TNFSF9 : tumor necrosis factor (ligand) superfamily,"
"53746"	"H200001182"	"NM_005147"	"DNAJA3"	"DNAJA3 : DnaJ (Hsp40) homolog, subfamily A, member 3"
"53748"	"H200001206"	"NM_020850"	"RANBP10"	"RANBP10 : RAN binding protein 10"
